groupi	groupj	w
1.161.O.	1.223.O.	1
1.161.O.	1.224.A.	2
1.161.O.	1.225.O.	5
1.161.O.	1.226.O.	3
1.161.O.	1.228.O.	3
1.161.O.	1.231.O.	2
1.161.O.	1.232.O.	2
1.161.O.	1.233.A.	1
1.161.O.	1.233.B.	1
1.161.O.	1.236.O.	4
1.161.O.	1.237.A.	1
1.161.O.	1.237.B.	1
1.161.O.	1.238.A.	2
1.161.O.	1.238.B.	2
1.161.O.	1.239.O.	2
1.161.O.	1.242.O.	2
1.161.O.	1.243.O.	5
1.161.O.	1.244.A.	3
1.161.O.	1.245.O.	3
1.161.O.	1.246.O.	2
1.161.O.	1.247.A.	3
1.161.O.	1.247.B.	3
1.161.O.	1.248.O.	4
1.161.O.	1.251.O.	1
1.161.O.	1.255.O.	3
1.161.O.	1.256.O.	6
1.161.O.	1.261.O.	2
1.161.O.	1.263.A.	5
1.161.O.	1.263.B.	5
1.161.O.	1.265.O.	5
1.161.O.	1.267.O.	1
1.161.O.	1.268.A.	1
1.161.O.	1.268.B.	1
1.161.O.	1.269.O.	1
1.161.O.	1.270.A.	1
1.161.O.	1.270.B.	1
1.161.O.	1.271.A.	1
1.161.O.	1.271.B.	1
1.161.O.	1.272.O.	1
1.161.O.	1.273.O.	7
1.161.O.	1.274.O.	1
1.161.O.	1.275.O.	2
1.161.O.	1.276.O.	3
1.161.O.	1.277.A.	1
1.161.O.	1.277.B.	1
1.161.O.	1.278.O.	4
1.161.O.	1.280.O.	1
1.161.O.	1.281.O.	1
1.161.O.	1.282.A.	1
1.161.O.	1.283.A.	1
1.161.O.	1.283.B.	1
1.161.O.	1.283.C.	1
1.161.O.	1.284.A.	4
1.161.O.	1.286.O.	5
1.161.O.	1.287.O.	4
1.161.O.	1.289.A.	3
1.161.O.	1.291.O.	3
1.161.O.	12G01.O.	1
1.161.O.	2.058.O.	5
1.161.O.	2.095.A.	2
1.161.O.	2.095.B.	2
1.161.O.	2.117.O.	1
1.161.O.	2.130.O.	5
1.161.O.	2.275.O.	5
1.161.O.	3.058.O.	5
1.162.O.	1.164.O.	1
1.162.O.	1.165.O.	38
1.162.O.	1.166.O.	1
1.162.O.	1.167.O.	43
1.162.O.	1.168.O.	40
1.162.O.	1.170.O.	2
1.162.O.	1.171.O.	2
1.162.O.	1.172.O.	30
1.162.O.	1.173.O.	2
1.162.O.	1.174.O.	1
1.162.O.	1.175.O.	3
1.162.O.	1.176.O.	29
1.162.O.	1.177.O.	7
1.162.O.	1.178.O.	13
1.162.O.	1.181.O.	4
1.162.O.	1.182.O.	19
1.162.O.	1.183.O.	2
1.162.O.	1.184.A.	2
1.162.O.	1.185.O.	1
1.162.O.	1.187.O.	3
1.162.O.	1.189.B.	30
1.162.O.	1.189.C.	30
1.162.O.	1.189.O.	30
1.162.O.	1.190.O.	1
1.162.O.	1.191.O.	3
1.162.O.	1.193.O.	4
1.162.O.	1.194.O.	2
1.162.O.	1.195.O.	2
1.162.O.	1.196.O.	2
1.162.O.	1.197.A.	4
1.162.O.	1.198.A.	12
1.162.O.	1.198.B.	12
1.162.O.	1.199.A.	1
1.162.O.	1.199.B.	1
1.162.O.	1.200.O.	2
1.162.O.	1.201.B.	2
1.162.O.	1.205.O.	2
1.162.O.	1.206.O.	30
1.162.O.	1.207.B.	2
1.162.O.	1.208.B.	1
1.162.O.	1.210.O.	4
1.162.O.	1.211.A.	2
1.162.O.	1.211.B.	2
1.162.O.	1.213.O.	7
1.162.O.	1.214.O.	5
1.162.O.	1.216.O.	7
1.162.O.	1.223.O.	2
1.162.O.	1.225.O.	2
1.162.O.	1.226.O.	44
1.162.O.	1.228.O.	40
1.162.O.	1.231.O.	6
1.162.O.	1.232.O.	1
1.162.O.	1.233.A.	34
1.162.O.	1.233.B.	34
1.162.O.	1.236.O.	13
1.162.O.	1.237.A.	3
1.162.O.	1.237.B.	3
1.162.O.	1.238.A.	1
1.162.O.	1.238.B.	1
1.162.O.	1.239.O.	36
1.162.O.	1.240.O.	36
1.162.O.	1.242.O.	40
1.162.O.	1.243.O.	1
1.162.O.	1.244.A.	1
1.162.O.	1.245.O.	1
1.162.O.	1.246.O.	4
1.162.O.	1.247.A.	3
1.162.O.	1.247.B.	3
1.162.O.	1.250.O.	1
1.162.O.	1.251.O.	2
1.162.O.	1.254.O.	1
1.162.O.	1.255.O.	1
1.162.O.	1.256.O.	1
1.162.O.	1.259.O.	1
1.162.O.	1.262.O.	1
1.162.O.	1.265.O.	13
1.162.O.	1.266.O.	40
1.162.O.	1.267.O.	2
1.162.O.	1.268.A.	2
1.162.O.	1.268.B.	2
1.162.O.	1.269.O.	2
1.162.O.	1.270.A.	2
1.162.O.	1.270.B.	2
1.162.O.	1.271.A.	2
1.162.O.	1.271.B.	2
1.162.O.	1.272.O.	2
1.162.O.	1.274.O.	2
1.162.O.	1.275.O.	3
1.162.O.	1.276.O.	3
1.162.O.	1.277.A.	2
1.162.O.	1.277.B.	2
1.162.O.	1.280.O.	2
1.162.O.	1.281.O.	2
1.162.O.	1.282.A.	2
1.162.O.	1.283.A.	2
1.162.O.	1.283.B.	2
1.162.O.	1.283.C.	2
1.162.O.	1.284.A.	5
1.162.O.	1.285.O.	1
1.162.O.	1.287.O.	5
1.162.O.	1.289.A.	5
1.162.O.	1.291.O.	4
1.162.O.	1.293.O.	2
1.162.O.	12G01.O.	5
1.162.O.	2.044.O.	1
1.162.O.	2.095.A.	8
1.162.O.	2.095.B.	8
1.162.O.	2.117.O.	2
1.162.O.	2.130.O.	2
1.162.O.	2.275.O.	1
1.164.O.	1.165.O.	1
1.164.O.	1.167.O.	1
1.164.O.	1.170.O.	3
1.164.O.	1.171.O.	3
1.164.O.	1.172.O.	1
1.164.O.	1.173.O.	8
1.164.O.	1.174.O.	40
1.164.O.	1.175.O.	38
1.164.O.	1.176.O.	1
1.164.O.	1.177.O.	1
1.164.O.	1.178.O.	1
1.164.O.	1.181.O.	41
1.164.O.	1.182.O.	1
1.164.O.	1.183.O.	2
1.164.O.	1.184.A.	2
1.164.O.	1.185.O.	2
1.164.O.	1.186.O.	8
1.164.O.	1.187.O.	2
1.164.O.	1.191.O.	37
1.164.O.	1.193.O.	3
1.164.O.	1.194.O.	3
1.164.O.	1.195.O.	3
1.164.O.	1.196.O.	3
1.164.O.	1.197.A.	5
1.164.O.	1.198.A.	3
1.164.O.	1.198.B.	3
1.164.O.	1.199.A.	8
1.164.O.	1.199.B.	8
1.164.O.	1.200.O.	3
1.164.O.	1.201.B.	39
1.164.O.	1.205.O.	1
1.164.O.	1.206.O.	1
1.164.O.	1.207.B.	1
1.164.O.	1.210.O.	3
1.164.O.	1.211.A.	1
1.164.O.	1.211.B.	1
1.164.O.	1.213.O.	1
1.164.O.	1.214.O.	4
1.164.O.	1.216.O.	1
1.164.O.	1.223.O.	35
1.164.O.	1.225.O.	40
1.164.O.	1.226.O.	3
1.164.O.	1.228.O.	1
1.164.O.	1.231.O.	1
1.164.O.	1.232.O.	3
1.164.O.	1.233.A.	1
1.164.O.	1.233.B.	1
1.164.O.	1.236.O.	3
1.164.O.	1.237.A.	3
1.164.O.	1.237.B.	3
1.164.O.	1.239.O.	1
1.164.O.	1.242.O.	1
1.164.O.	1.243.O.	8
1.164.O.	1.244.A.	2
1.164.O.	1.246.O.	39
1.164.O.	1.247.A.	4
1.164.O.	1.247.B.	4
1.164.O.	1.248.O.	7
1.164.O.	1.250.O.	1
1.164.O.	1.251.O.	2
1.164.O.	1.255.O.	2
1.164.O.	1.256.O.	8
1.164.O.	1.263.A.	7
1.164.O.	1.263.B.	7
1.164.O.	1.265.O.	4
1.164.O.	1.267.O.	3
1.164.O.	1.268.A.	3
1.164.O.	1.268.B.	3
1.164.O.	1.269.O.	3
1.164.O.	1.270.A.	3
1.164.O.	1.270.B.	3
1.164.O.	1.271.A.	3
1.164.O.	1.271.B.	3
1.164.O.	1.272.O.	3
1.164.O.	1.273.O.	8
1.164.O.	1.274.O.	3
1.164.O.	1.275.O.	4
1.164.O.	1.276.O.	3
1.164.O.	1.277.A.	3
1.164.O.	1.277.B.	3
1.164.O.	1.278.O.	7
1.164.O.	1.280.O.	3
1.164.O.	1.281.O.	3
1.164.O.	1.282.A.	3
1.164.O.	1.283.A.	3
1.164.O.	1.283.B.	3
1.164.O.	1.283.C.	3
1.164.O.	1.284.A.	7
1.164.O.	1.285.O.	1
1.164.O.	1.286.O.	7
1.164.O.	1.287.O.	7
1.164.O.	1.289.A.	6
1.164.O.	1.291.O.	5
1.164.O.	1.293.O.	1
1.164.O.	12G01.O.	4
1.164.O.	2.058.O.	3
1.164.O.	2.095.A.	2
1.164.O.	2.095.B.	2
1.164.O.	2.117.O.	1
1.164.O.	2.130.O.	1
1.164.O.	3.058.O.	3
1.165.O.	1.166.O.	1
1.165.O.	1.167.O.	36
1.165.O.	1.168.O.	34
1.165.O.	1.169.O.	1
1.165.O.	1.170.O.	2
1.165.O.	1.171.O.	2
1.165.O.	1.172.O.	28
1.165.O.	1.173.O.	3
1.165.O.	1.174.O.	2
1.165.O.	1.176.O.	33
1.165.O.	1.177.O.	6
1.165.O.	1.178.O.	13
1.165.O.	1.182.O.	15
1.165.O.	1.184.A.	1
1.165.O.	1.186.O.	2
1.165.O.	1.187.O.	3
1.165.O.	1.188.A.	1
1.165.O.	1.188.B.	1
1.165.O.	1.188.C.	1
1.165.O.	1.189.B.	30
1.165.O.	1.189.C.	30
1.165.O.	1.189.O.	30
1.165.O.	1.190.O.	1
1.165.O.	1.191.O.	1
1.165.O.	1.193.O.	3
1.165.O.	1.194.O.	2
1.165.O.	1.195.O.	2
1.165.O.	1.196.O.	2
1.165.O.	1.197.A.	2
1.165.O.	1.198.A.	13
1.165.O.	1.198.B.	13
1.165.O.	1.199.A.	1
1.165.O.	1.199.B.	1
1.165.O.	1.200.O.	2
1.165.O.	1.201.B.	1
1.165.O.	1.206.O.	33
1.165.O.	1.207.B.	1
1.165.O.	1.208.B.	1
1.165.O.	1.210.O.	1
1.165.O.	1.211.A.	1
1.165.O.	1.211.B.	1
1.165.O.	1.213.O.	4
1.165.O.	1.214.O.	4
1.165.O.	1.215.A.	1
1.165.O.	1.215.B.	1
1.165.O.	1.216.O.	4
1.165.O.	1.224.A.	1
1.165.O.	1.225.O.	2
1.165.O.	1.226.O.	40
1.165.O.	1.228.O.	38
1.165.O.	1.231.O.	4
1.165.O.	1.232.O.	1
1.165.O.	1.233.A.	32
1.165.O.	1.233.B.	32
1.165.O.	1.236.O.	13
1.165.O.	1.237.A.	3
1.165.O.	1.237.B.	3
1.165.O.	1.239.O.	35
1.165.O.	1.240.O.	36
1.165.O.	1.242.O.	31
1.165.O.	1.243.O.	2
1.165.O.	1.245.O.	1
1.165.O.	1.246.O.	2
1.165.O.	1.247.A.	1
1.165.O.	1.247.B.	1
1.165.O.	1.248.O.	1
1.165.O.	1.250.O.	1
1.165.O.	1.251.O.	3
1.165.O.	1.254.O.	1
1.165.O.	1.256.O.	2
1.165.O.	1.259.O.	1
1.165.O.	1.261.O.	1
1.165.O.	1.263.A.	2
1.165.O.	1.263.B.	2
1.165.O.	1.265.O.	15
1.165.O.	1.266.O.	33
1.165.O.	1.267.O.	2
1.165.O.	1.268.A.	2
1.165.O.	1.268.B.	2
1.165.O.	1.269.O.	2
1.165.O.	1.270.A.	2
1.165.O.	1.270.B.	2
1.165.O.	1.271.A.	2
1.165.O.	1.271.B.	2
1.165.O.	1.272.O.	2
1.165.O.	1.273.O.	2
1.165.O.	1.274.O.	2
1.165.O.	1.275.O.	1
1.165.O.	1.276.O.	5
1.165.O.	1.277.A.	2
1.165.O.	1.277.B.	2
1.165.O.	1.278.O.	1
1.165.O.	1.280.O.	2
1.165.O.	1.281.O.	2
1.165.O.	1.282.A.	2
1.165.O.	1.283.A.	2
1.165.O.	1.283.B.	2
1.165.O.	1.283.C.	2
1.165.O.	1.284.A.	4
1.165.O.	1.285.O.	2
1.165.O.	1.286.O.	2
1.165.O.	1.287.O.	4
1.165.O.	1.289.A.	4
1.165.O.	1.291.O.	4
1.165.O.	12G01.O.	3
1.165.O.	2.095.A.	6
1.165.O.	2.095.B.	6
1.165.O.	2.117.O.	1
1.165.O.	2.130.O.	2
1.165.O.	2.275.O.	1
1.166.O.	1.168.O.	1
1.166.O.	1.176.O.	1
1.166.O.	1.183.O.	2
1.166.O.	1.184.A.	2
1.166.O.	1.187.O.	1
1.166.O.	1.190.O.	35
1.166.O.	1.206.O.	1
1.166.O.	1.211.A.	2
1.166.O.	1.211.B.	2
1.166.O.	1.213.O.	1
1.166.O.	1.214.O.	1
1.166.O.	1.215.A.	1
1.166.O.	1.215.B.	1
1.166.O.	1.216.O.	1
1.166.O.	1.226.O.	1
1.166.O.	1.228.O.	1
1.166.O.	1.231.O.	1
1.166.O.	1.239.O.	1
1.166.O.	1.240.O.	1
1.166.O.	1.242.O.	1
1.166.O.	1.247.A.	1
1.166.O.	1.247.B.	1
1.166.O.	1.259.O.	7
1.166.O.	1.275.O.	1
1.167.O.	1.168.O.	45
1.167.O.	1.170.O.	2
1.167.O.	1.171.O.	1
1.167.O.	1.172.O.	38
1.167.O.	1.173.O.	1
1.167.O.	1.174.O.	2
1.167.O.	1.175.O.	3
1.167.O.	1.176.O.	32
1.167.O.	1.177.O.	4
1.167.O.	1.178.O.	14
1.167.O.	1.181.O.	2
1.167.O.	1.182.O.	18
1.167.O.	1.183.O.	1
1.167.O.	1.184.A.	1
1.167.O.	1.186.O.	3
1.167.O.	1.187.O.	5
1.167.O.	1.189.B.	38
1.167.O.	1.189.C.	38
1.167.O.	1.189.O.	38
1.167.O.	1.191.O.	1
1.167.O.	1.193.O.	3
1.167.O.	1.194.O.	1
1.167.O.	1.195.O.	1
1.167.O.	1.196.O.	1
1.167.O.	1.197.A.	2
1.167.O.	1.198.A.	14
1.167.O.	1.198.B.	14
1.167.O.	1.199.A.	1
1.167.O.	1.199.B.	1
1.167.O.	1.200.O.	1
1.167.O.	1.201.B.	1
1.167.O.	1.206.O.	35
1.167.O.	1.207.B.	2
1.167.O.	1.208.B.	1
1.167.O.	1.210.O.	4
1.167.O.	1.213.O.	3
1.167.O.	1.214.O.	3
1.167.O.	1.216.O.	5
1.167.O.	1.223.O.	2
1.167.O.	1.226.O.	45
1.167.O.	1.228.O.	36
1.167.O.	1.231.O.	5
1.167.O.	1.232.O.	2
1.167.O.	1.233.A.	34
1.167.O.	1.233.B.	34
1.167.O.	1.235.O.	1
1.167.O.	1.236.O.	13
1.167.O.	1.237.A.	1
1.167.O.	1.237.B.	1
1.167.O.	1.238.A.	1
1.167.O.	1.238.B.	1
1.167.O.	1.239.O.	38
1.167.O.	1.240.O.	36
1.167.O.	1.242.O.	49
1.167.O.	1.243.O.	1
1.167.O.	1.244.A.	1
1.167.O.	1.245.O.	2
1.167.O.	1.246.O.	1
1.167.O.	1.247.A.	1
1.167.O.	1.247.B.	1
1.167.O.	1.248.O.	1
1.167.O.	1.250.O.	1
1.167.O.	1.251.O.	1
1.167.O.	1.253.O.	1
1.167.O.	1.254.O.	1
1.167.O.	1.255.O.	1
1.167.O.	1.263.A.	1
1.167.O.	1.263.B.	1
1.167.O.	1.264.O.	1
1.167.O.	1.265.O.	17
1.167.O.	1.266.O.	43
1.167.O.	1.267.O.	1
1.167.O.	1.268.A.	1
1.167.O.	1.268.B.	1
1.167.O.	1.269.O.	1
1.167.O.	1.270.A.	1
1.167.O.	1.270.B.	1
1.167.O.	1.271.A.	1
1.167.O.	1.271.B.	1
1.167.O.	1.272.O.	1
1.167.O.	1.273.O.	1
1.167.O.	1.274.O.	1
1.167.O.	1.276.O.	6
1.167.O.	1.277.A.	1
1.167.O.	1.277.B.	1
1.167.O.	1.278.O.	1
1.167.O.	1.280.O.	1
1.167.O.	1.281.O.	1
1.167.O.	1.282.A.	1
1.167.O.	1.283.A.	1
1.167.O.	1.283.B.	1
1.167.O.	1.283.C.	1
1.167.O.	1.284.A.	2
1.167.O.	1.285.O.	1
1.167.O.	1.286.O.	1
1.167.O.	1.287.O.	2
1.167.O.	1.289.A.	2
1.167.O.	1.291.O.	3
1.167.O.	1.293.O.	1
1.167.O.	2.044.O.	1
1.167.O.	2.058.O.	1
1.167.O.	2.095.A.	4
1.167.O.	2.095.B.	4
1.167.O.	2.117.O.	2
1.167.O.	2.130.O.	5
1.167.O.	2.275.O.	2
1.167.O.	3.058.O.	1
1.168.O.	1.170.O.	2
1.168.O.	1.171.O.	2
1.168.O.	1.172.O.	32
1.168.O.	1.173.O.	2
1.168.O.	1.174.O.	3
1.168.O.	1.175.O.	1
1.168.O.	1.176.O.	32
1.168.O.	1.177.O.	6
1.168.O.	1.178.O.	16
1.168.O.	1.181.O.	2
1.168.O.	1.182.O.	16
1.168.O.	1.183.O.	2
1.168.O.	1.184.A.	2
1.168.O.	1.186.O.	3
1.168.O.	1.187.O.	4
1.168.O.	1.189.B.	33
1.168.O.	1.189.C.	33
1.168.O.	1.189.O.	33
1.168.O.	1.190.O.	1
1.168.O.	1.191.O.	1
1.168.O.	1.193.O.	1
1.168.O.	1.194.O.	1
1.168.O.	1.195.O.	1
1.168.O.	1.196.O.	1
1.168.O.	1.197.A.	3
1.168.O.	1.198.A.	17
1.168.O.	1.198.B.	17
1.168.O.	1.199.A.	2
1.168.O.	1.199.B.	2
1.168.O.	1.200.O.	1
1.168.O.	1.201.B.	1
1.168.O.	1.205.O.	2
1.168.O.	1.206.O.	31
1.168.O.	1.207.B.	2
1.168.O.	1.208.B.	1
1.168.O.	1.210.O.	3
1.168.O.	1.211.A.	2
1.168.O.	1.211.B.	2
1.168.O.	1.213.O.	10
1.168.O.	1.214.O.	2
1.168.O.	1.216.O.	8
1.168.O.	1.226.O.	43
1.168.O.	1.228.O.	37
1.168.O.	1.231.O.	8
1.168.O.	1.233.A.	32
1.168.O.	1.233.B.	32
1.168.O.	1.235.O.	1
1.168.O.	1.236.O.	17
1.168.O.	1.237.A.	2
1.168.O.	1.237.B.	2
1.168.O.	1.239.O.	31
1.168.O.	1.240.O.	34
1.168.O.	1.242.O.	44
1.168.O.	1.243.O.	2
1.168.O.	1.245.O.	1
1.168.O.	1.246.O.	1
1.168.O.	1.247.A.	1
1.168.O.	1.247.B.	1
1.168.O.	1.248.O.	2
1.168.O.	1.250.O.	4
1.168.O.	1.251.O.	1
1.168.O.	1.253.O.	1
1.168.O.	1.254.O.	1
1.168.O.	1.256.O.	2
1.168.O.	1.259.O.	2
1.168.O.	1.262.O.	1
1.168.O.	1.263.A.	2
1.168.O.	1.263.B.	2
1.168.O.	1.264.O.	1
1.168.O.	1.265.O.	15
1.168.O.	1.266.O.	39
1.168.O.	1.267.O.	1
1.168.O.	1.268.A.	1
1.168.O.	1.268.B.	1
1.168.O.	1.269.O.	1
1.168.O.	1.270.A.	1
1.168.O.	1.270.B.	1
1.168.O.	1.271.A.	1
1.168.O.	1.271.B.	1
1.168.O.	1.272.O.	1
1.168.O.	1.273.O.	3
1.168.O.	1.274.O.	1
1.168.O.	1.275.O.	2
1.168.O.	1.276.O.	5
1.168.O.	1.277.A.	1
1.168.O.	1.277.B.	1
1.168.O.	1.278.O.	2
1.168.O.	1.280.O.	1
1.168.O.	1.281.O.	1
1.168.O.	1.282.A.	1
1.168.O.	1.283.A.	1
1.168.O.	1.283.B.	1
1.168.O.	1.283.C.	1
1.168.O.	1.284.A.	4
1.168.O.	1.285.O.	1
1.168.O.	1.286.O.	2
1.168.O.	1.287.O.	4
1.168.O.	1.289.A.	4
1.168.O.	1.291.O.	2
1.168.O.	1.293.O.	1
1.168.O.	12G01.O.	6
1.168.O.	2.095.A.	7
1.168.O.	2.095.B.	7
1.168.O.	2.117.O.	2
1.168.O.	2.130.O.	1
1.168.O.	2.275.O.	2
1.169.O.	1.170.O.	1
1.169.O.	1.171.O.	1
1.169.O.	1.173.O.	2
1.169.O.	1.174.O.	1
1.169.O.	1.176.O.	1
1.169.O.	1.178.O.	1
1.169.O.	1.179.O.	1
1.169.O.	1.181.O.	1
1.169.O.	1.182.O.	1
1.169.O.	1.186.O.	1
1.169.O.	1.188.A.	83
1.169.O.	1.188.B.	83
1.169.O.	1.188.C.	83
1.169.O.	1.191.O.	1
1.169.O.	1.193.O.	3
1.169.O.	1.194.O.	1
1.169.O.	1.195.O.	1
1.169.O.	1.196.O.	1
1.169.O.	1.198.A.	1
1.169.O.	1.198.B.	1
1.169.O.	1.200.O.	1
1.169.O.	1.205.O.	1
1.169.O.	1.207.B.	1
1.169.O.	1.208.B.	1
1.169.O.	1.209.O.	1
1.169.O.	1.211.A.	1
1.169.O.	1.211.B.	1
1.169.O.	1.214.O.	1
1.169.O.	1.216.O.	1
1.169.O.	1.223.O.	1
1.169.O.	1.224.A.	80
1.169.O.	1.225.O.	1
1.169.O.	1.228.O.	2
1.169.O.	1.232.O.	1
1.169.O.	1.237.A.	1
1.169.O.	1.237.B.	1
1.169.O.	1.238.A.	20
1.169.O.	1.238.B.	20
1.169.O.	1.242.O.	1
1.169.O.	1.244.A.	1
1.169.O.	1.245.O.	20
1.169.O.	1.248.O.	1
1.169.O.	1.251.O.	1
1.169.O.	1.255.O.	1
1.169.O.	1.256.O.	2
1.169.O.	1.257.O.	1
1.169.O.	1.261.O.	79
1.169.O.	1.262.O.	2
1.169.O.	1.263.A.	2
1.169.O.	1.263.B.	2
1.169.O.	1.265.O.	1
1.169.O.	1.267.O.	1
1.169.O.	1.268.A.	1
1.169.O.	1.268.B.	1
1.169.O.	1.269.O.	1
1.169.O.	1.270.A.	1
1.169.O.	1.270.B.	1
1.169.O.	1.271.A.	1
1.169.O.	1.271.B.	1
1.169.O.	1.272.O.	1
1.169.O.	1.273.O.	1
1.169.O.	1.274.O.	1
1.169.O.	1.276.O.	1
1.169.O.	1.277.A.	1
1.169.O.	1.277.B.	1
1.169.O.	1.280.O.	1
1.169.O.	1.281.O.	1
1.169.O.	1.282.A.	1
1.169.O.	1.283.A.	1
1.169.O.	1.283.B.	1
1.169.O.	1.283.C.	1
1.169.O.	1.284.A.	2
1.169.O.	1.285.O.	1
1.169.O.	1.286.O.	2
1.169.O.	1.287.O.	2
1.169.O.	1.289.A.	2
1.169.O.	1.291.O.	1
1.169.O.	12G01.O.	1
1.169.O.	2.058.O.	1
1.169.O.	2.117.O.	1
1.169.O.	2.130.O.	12
1.169.O.	2.275.O.	1
1.169.O.	3.058.O.	1
1.170.O.	1.171.O.	2
1.170.O.	1.172.O.	2
1.170.O.	1.173.O.	1
1.170.O.	1.174.O.	2
1.170.O.	1.175.O.	2
1.170.O.	1.176.O.	3
1.170.O.	1.177.O.	1
1.170.O.	1.178.O.	1
1.170.O.	1.181.O.	3
1.170.O.	1.182.O.	1
1.170.O.	1.183.O.	1
1.170.O.	1.184.A.	1
1.170.O.	1.186.O.	1
1.170.O.	1.187.O.	50
1.170.O.	1.188.A.	1
1.170.O.	1.188.B.	1
1.170.O.	1.188.C.	1
1.170.O.	1.189.B.	2
1.170.O.	1.189.C.	2
1.170.O.	1.189.O.	2
1.170.O.	1.191.O.	2
1.170.O.	1.193.O.	47
1.170.O.	1.194.O.	1
1.170.O.	1.195.O.	1
1.170.O.	1.196.O.	1
1.170.O.	1.197.A.	1
1.170.O.	1.198.A.	1
1.170.O.	1.198.B.	1
1.170.O.	1.200.O.	1
1.170.O.	1.201.B.	2
1.170.O.	1.204.O.	3
1.170.O.	1.205.O.	1
1.170.O.	1.206.O.	3
1.170.O.	1.208.B.	1
1.170.O.	1.210.O.	1
1.170.O.	1.213.O.	1
1.170.O.	1.216.O.	1
1.170.O.	1.223.O.	3
1.170.O.	1.224.A.	1
1.170.O.	1.225.O.	3
1.170.O.	1.226.O.	4
1.170.O.	1.228.O.	2
1.170.O.	1.231.O.	1
1.170.O.	1.232.O.	1
1.170.O.	1.233.A.	2
1.170.O.	1.233.B.	2
1.170.O.	1.236.O.	1
1.170.O.	1.237.A.	2
1.170.O.	1.237.B.	2
1.170.O.	1.238.A.	1
1.170.O.	1.238.B.	1
1.170.O.	1.239.O.	1
1.170.O.	1.242.O.	1
1.170.O.	1.243.O.	1
1.170.O.	1.244.A.	6
1.170.O.	1.245.O.	1
1.170.O.	1.246.O.	3
1.170.O.	1.247.A.	1
1.170.O.	1.247.B.	1
1.170.O.	1.250.O.	1
1.170.O.	1.251.O.	1
1.170.O.	1.255.O.	6
1.170.O.	1.256.O.	1
1.170.O.	1.261.O.	1
1.170.O.	1.262.O.	1
1.170.O.	1.265.O.	1
1.170.O.	1.266.O.	1
1.170.O.	1.267.O.	1
1.170.O.	1.268.A.	1
1.170.O.	1.268.B.	1
1.170.O.	1.269.O.	1
1.170.O.	1.270.A.	1
1.170.O.	1.270.B.	1
1.170.O.	1.271.A.	1
1.170.O.	1.271.B.	1
1.170.O.	1.272.O.	1
1.170.O.	1.273.O.	2
1.170.O.	1.274.O.	1
1.170.O.	1.275.O.	1
1.170.O.	1.276.O.	1
1.170.O.	1.277.A.	1
1.170.O.	1.277.B.	1
1.170.O.	1.278.O.	1
1.170.O.	1.280.O.	1
1.170.O.	1.281.O.	1
1.170.O.	1.282.A.	1
1.170.O.	1.283.A.	1
1.170.O.	1.283.B.	1
1.170.O.	1.283.C.	1
1.170.O.	1.291.O.	1
1.170.O.	1.293.O.	1
1.170.O.	2.044.O.	1
1.170.O.	2.058.O.	7
1.170.O.	2.095.A.	1
1.170.O.	2.095.B.	1
1.170.O.	2.130.O.	7
1.170.O.	2.275.O.	9
1.170.O.	3.058.O.	7
1.171.O.	1.172.O.	1
1.171.O.	1.173.O.	2
1.171.O.	1.174.O.	1
1.171.O.	1.175.O.	1
1.171.O.	1.176.O.	2
1.171.O.	1.178.O.	2
1.171.O.	1.181.O.	1
1.171.O.	1.185.O.	1
1.171.O.	1.186.O.	1
1.171.O.	1.187.O.	1
1.171.O.	1.188.A.	1
1.171.O.	1.188.B.	1
1.171.O.	1.188.C.	1
1.171.O.	1.189.B.	1
1.171.O.	1.189.C.	1
1.171.O.	1.189.O.	1
1.171.O.	1.191.O.	4
1.171.O.	1.193.O.	2
1.171.O.	1.194.O.	78
1.171.O.	1.195.O.	73
1.171.O.	1.196.O.	76
1.171.O.	1.197.A.	2
1.171.O.	1.198.A.	2
1.171.O.	1.198.B.	2
1.171.O.	1.199.A.	2
1.171.O.	1.199.B.	2
1.171.O.	1.200.O.	78
1.171.O.	1.201.B.	3
1.171.O.	1.205.O.	1
1.171.O.	1.206.O.	3
1.171.O.	1.207.B.	1
1.171.O.	1.213.O.	2
1.171.O.	1.216.O.	2
1.171.O.	1.223.O.	2
1.171.O.	1.224.A.	1
1.171.O.	1.225.O.	4
1.171.O.	1.226.O.	3
1.171.O.	1.228.O.	3
1.171.O.	1.231.O.	1
1.171.O.	1.233.A.	1
1.171.O.	1.233.B.	1
1.171.O.	1.236.O.	2
1.171.O.	1.237.A.	57
1.171.O.	1.237.B.	57
1.171.O.	1.238.A.	1
1.171.O.	1.238.B.	1
1.171.O.	1.239.O.	2
1.171.O.	1.240.O.	1
1.171.O.	1.242.O.	1
1.171.O.	1.243.O.	1
1.171.O.	1.244.A.	1
1.171.O.	1.245.O.	1
1.171.O.	1.246.O.	3
1.171.O.	1.248.O.	1
1.171.O.	1.250.O.	57
1.171.O.	1.251.O.	59
1.171.O.	1.255.O.	1
1.171.O.	1.256.O.	2
1.171.O.	1.261.O.	1
1.171.O.	1.263.A.	1
1.171.O.	1.263.B.	1
1.171.O.	1.264.O.	1
1.171.O.	1.265.O.	2
1.171.O.	1.266.O.	1
1.171.O.	1.267.O.	76
1.171.O.	1.268.A.	78
1.171.O.	1.268.B.	78
1.171.O.	1.269.O.	73
1.171.O.	1.270.A.	78
1.171.O.	1.270.B.	78
