organism	protein_cluster
1.063.O.	pvp2288
1.187.O.	pvp2288
1.193.O.	pvp2288
1.250.O.	pvp2289
1.046.O.	pvp2289
1.032.O.	pvp2289
1.103.O.	pvp2289
1.250.O.	pvp2290
1.071.A.	pvp2290
1.074.O.	pvp2290
1.168.O.	pvp2290
1.118.B.	pvp2291
1.118.A.	pvp2291
1.237.A.	pvp2291
1.237.B.	pvp2291
1.118.B.	pvp2292
1.118.A.	pvp2292
1.237.A.	pvp2292
1.237.B.	pvp2292
1.291.O.	pvp2293
1.060.A.	pvp2293
1.113.A.	pvp2293
1.197.A.	pvp2293
1.291.O.	pvp2294
1.060.A.	pvp2294
1.113.A.	pvp2294
1.197.A.	pvp2294
1.215.B.	pvp2295
1.255.O.	pvp2295
1.244.A.	pvp2295
1.215.A.	pvp2295
1.240.O.	pvp2296
1.085.O.	pvp2296
1.116.O.	pvp2296
1.172.O.	pvp2296
1.199.B.	pvp2297
1.286.O.	pvp2297
1.199.A.	pvp2297
1.173.O.	pvp2297
1.189.C.	pvp2298
1.189.B.	pvp2298
1.189.O.	pvp2298
1.016.O.	pvp2298
1.191.O.	pvp2299
1.232.O.	pvp2299
1.079.O.	pvp2299
1.185.O.	pvp2299
1.055.O.	pvp2300
1.049.O.	pvp2300
1.050.O.	pvp2300
1.083.O.	pvp2300
1.055.O.	pvp2301
1.050.O.	pvp2301
1.049.O.	pvp2301
1.083.O.	pvp2301
1.033.O.	pvp2302
1.046.O.	pvp2302
1.032.O.	pvp2302
1.005.O.	pvp2302
1.034.X.	pvp2303
1.139.A.	pvp2303
1.034.O.	pvp2303
1.139.B.	pvp2303
1.034.X.	pvp2304
1.139.B.	pvp2304
1.139.A.	pvp2304
1.015.O.	pvp2304
1.034.X.	pvp2305
1.139.A.	pvp2305
1.034.O.	pvp2305
1.139.B.	pvp2305
1.098.O.	pvp2306
1.089.O.	pvp2306
1.103.O.	pvp2306
1.012.O.	pvp2306
1.213.O.	pvp2307
1.216.O.	pvp2307
1.177.O.	pvp2307
1.135.O.	pvp2307
1.261.O.	pvp2308
1.188.A.	pvp2308
1.188.B.	pvp2308
1.188.C.	pvp2308
1.188.A.	pvp2309
1.188.B.	pvp2309
1.224.A.	pvp2309
1.188.C.	pvp2309
1.188.A.	pvp2310
1.188.B.	pvp2310
1.224.A.	pvp2310
1.188.C.	pvp2310
1.235.O.	pvp2311
1.253.O.	pvp2311
1.255.O.	pvp2311
1.244.A.	pvp2311
1.025.O.	pvp2312
2.130.O.	pvp2312
1.150.O.	pvp2312
1.152.O.	pvp2312
1.184.A.	pvp2313
1.211.B.	pvp2313
1.211.A.	pvp2313
1.183.O.	pvp2313
1.184.A.	pvp2314
1.211.B.	pvp2314
1.211.A.	pvp2314
1.183.O.	pvp2314
1.184.A.	pvp2315
1.211.A.	pvp2315
1.211.B.	pvp2315
1.183.O.	pvp2315
1.184.A.	pvp2316
1.211.B.	pvp2316
1.211.A.	pvp2316
1.183.O.	pvp2316
1.184.A.	pvp2317
1.211.B.	pvp2317
1.211.A.	pvp2317
1.183.O.	pvp2317
1.184.A.	pvp2318
1.211.B.	pvp2318
1.211.A.	pvp2318
1.183.O.	pvp2318
1.184.A.	pvp2319
1.211.B.	pvp2319
1.211.A.	pvp2319
1.183.O.	pvp2319
1.184.A.	pvp2320
1.211.B.	pvp2320
1.211.A.	pvp2320
1.183.O.	pvp2320
1.184.A.	pvp2321
1.211.A.	pvp2321
1.211.B.	pvp2321
1.183.O.	pvp2321
1.184.A.	pvp2322
1.211.B.	pvp2322
1.211.A.	pvp2322
1.183.O.	pvp2322
1.184.A.	pvp2323
1.211.B.	pvp2323
1.211.A.	pvp2323
1.183.O.	pvp2323
1.184.A.	pvp2324
1.211.B.	pvp2324
1.211.A.	pvp2324
1.183.O.	pvp2324
1.184.A.	pvp2325
1.211.B.	pvp2325
1.211.A.	pvp2325
1.183.O.	pvp2325
1.244.A.	pvp2326
1.081.O.	pvp2326
2.275.O.	pvp2326
1.255.O.	pvp2326
1.183.O.	pvp2327
1.211.B.	pvp2327
1.211.A.	pvp2327
1.205.O.	pvp2327
1.013.O.	pvp2328
1.247.A.	pvp2328
1.247.B.	pvp2328
1.214.O.	pvp2328
1.155.O.	pvp2329
1.259.O.	pvp2329
1.190.O.	pvp2329
1.166.O.	pvp2329
1.155.O.	pvp2330
1.259.O.	pvp2330
1.190.O.	pvp2330
1.166.O.	pvp2330
1.155.O.	pvp2331
1.259.O.	pvp2331
1.190.O.	pvp2331
1.166.O.	pvp2331
1.155.O.	pvp2332
1.259.O.	pvp2332
1.190.O.	pvp2332
1.166.O.	pvp2332
1.155.O.	pvp2333
1.259.O.	pvp2333
1.190.O.	pvp2333
1.166.O.	pvp2333
1.155.O.	pvp2334
1.259.O.	pvp2334
1.190.O.	pvp2334
1.166.O.	pvp2334
1.155.O.	pvp2335
1.259.O.	pvp2335
1.190.O.	pvp2335
1.166.O.	pvp2335
1.247.B.	pvp2336
1.247.A.	pvp2336
1.046.O.	pvp2336
1.285.O.	pvp2336
1.251.O.	pvp2337
1.022.O.	pvp2337
1.088.O.	pvp2337
1.285.O.	pvp2337
1.081.O.	pvp2338
1.081.O.	pvp2339
1.081.O.	pvp2340
2.275.O.	pvp2341
2.058.O.	pvp2342
1.063.O.	pvp2342
3.058.O.	pvp2342
2.058.O.	pvp2343
1.081.O.	pvp2343
3.058.O.	pvp2343
2.058.O.	pvp2344
1.063.O.	pvp2344
3.058.O.	pvp2344
2.058.O.	pvp2345
2.275.O.	pvp2345
3.058.O.	pvp2345
2.058.O.	pvp2346
1.081.O.	pvp2346
3.058.O.	pvp2346
2.058.O.	pvp2347
2.275.O.	pvp2347
3.058.O.	pvp2347
2.058.O.	pvp2348
1.101.O.	pvp2348
3.058.O.	pvp2348
1.081.O.	pvp2349
1.244.A.	pvp2349
1.255.O.	pvp2349
2.058.O.	pvp2350
1.081.O.	pvp2350
3.058.O.	pvp2350
1.063.O.	pvp2351
1.187.O.	pvp2351
1.193.O.	pvp2351
1.003.O.	pvp2352
1.090.B.	pvp2352
1.061.O.	pvp2352
1.003.O.	pvp2353
1.111.B.	pvp2353
1.111.A.	pvp2353
1.210.O.	pvp2354
1.076.O.	pvp2354
1.123.O.	pvp2354
1.206.O.	pvp2355
1.161.O.	pvp2355
1.090.B.	pvp2355
1.207.B.	pvp2356
2.117.O.	pvp2356
1.117.O.	pvp2356
1.175.O.	pvp2357
1.246.O.	pvp2357
1.225.O.	pvp2357
1.207.B.	pvp2358
2.117.O.	pvp2358
1.117.O.	pvp2358
1.207.B.	pvp2359
2.117.O.	pvp2359
1.117.O.	pvp2359
1.207.B.	pvp2360
2.117.O.	pvp2360
1.117.O.	pvp2360
1.207.B.	pvp2361
2.117.O.	pvp2361
1.117.O.	pvp2361
1.207.B.	pvp2362
2.117.O.	pvp2362
1.117.O.	pvp2362
1.207.B.	pvp2363
2.117.O.	pvp2363
1.117.O.	pvp2363
1.207.B.	pvp2364
2.117.O.	pvp2364
1.117.O.	pvp2364
1.207.B.	pvp2365
2.117.O.	pvp2365
1.117.O.	pvp2365
1.207.B.	pvp2366
2.117.O.	pvp2366
1.117.O.	pvp2366
1.207.B.	pvp2367
2.117.O.	pvp2367
1.117.O.	pvp2367
1.207.B.	pvp2368
2.117.O.	pvp2368
1.117.O.	pvp2368
1.207.B.	pvp2369
2.117.O.	pvp2369
1.117.O.	pvp2369
1.207.B.	pvp2370
2.117.O.	pvp2370
1.117.O.	pvp2370
1.207.B.	pvp2371
2.117.O.	pvp2371
1.117.O.	pvp2371
1.207.B.	pvp2372
2.117.O.	pvp2372
1.117.O.	pvp2372
1.207.B.	pvp2373
2.117.O.	pvp2373
1.117.O.	pvp2373
1.207.B.	pvp2374
2.117.O.	pvp2374
1.117.O.	pvp2374
1.207.B.	pvp2375
2.117.O.	pvp2375
1.117.O.	pvp2375
1.207.B.	pvp2376
2.117.O.	pvp2376
1.117.O.	pvp2376
1.207.B.	pvp2377
2.117.O.	pvp2377
1.117.O.	pvp2377
1.207.B.	pvp2378
2.117.O.	pvp2378
1.117.O.	pvp2378
1.207.B.	pvp2379
2.117.O.	pvp2379
1.117.O.	pvp2379
1.207.B.	pvp2380
2.117.O.	pvp2380
1.117.O.	pvp2380
1.207.B.	pvp2381
2.117.O.	pvp2381
1.117.O.	pvp2381
1.207.B.	pvp2382
2.117.O.	pvp2382
1.117.O.	pvp2382
1.207.B.	pvp2383
2.117.O.	pvp2383
1.117.O.	pvp2383
1.207.B.	pvp2384
2.117.O.	pvp2384
1.117.O.	pvp2384
1.207.B.	pvp2385
2.117.O.	pvp2385
1.117.O.	pvp2385
1.207.B.	pvp2386
2.117.O.	pvp2386
1.117.O.	pvp2386
1.207.B.	pvp2387
2.117.O.	pvp2387
1.117.O.	pvp2387
1.207.B.	pvp2388
2.117.O.	pvp2388
1.117.O.	pvp2388
1.207.B.	pvp2389
2.117.O.	pvp2389
1.117.O.	pvp2389
1.207.B.	pvp2390
2.117.O.	pvp2390
1.117.O.	pvp2390
1.207.B.	pvp2391
2.117.O.	pvp2391
1.117.O.	pvp2391
1.207.B.	pvp2392
2.117.O.	pvp2392
1.117.O.	pvp2392
1.207.B.	pvp2393
2.117.O.	pvp2393
1.117.O.	pvp2393
1.207.B.	pvp2394
2.117.O.	pvp2394
1.117.O.	pvp2394
1.207.B.	pvp2395
2.117.O.	pvp2395
1.117.O.	pvp2395
1.207.B.	pvp2396
2.117.O.	pvp2396
1.117.O.	pvp2396
1.207.B.	pvp2397
2.117.O.	pvp2397
1.117.O.	pvp2397
1.207.B.	pvp2398
2.117.O.	pvp2398
1.117.O.	pvp2398
1.207.B.	pvp2399
2.117.O.	pvp2399
1.117.O.	pvp2399
1.207.B.	pvp2400
2.117.O.	pvp2400
1.117.O.	pvp2400
1.207.B.	pvp2401
2.117.O.	pvp2401
1.117.O.	pvp2401
1.207.B.	pvp2402
2.117.O.	pvp2402
1.117.O.	pvp2402
1.207.B.	pvp2403
2.117.O.	pvp2403
1.117.O.	pvp2403
1.207.B.	pvp2404
2.117.O.	pvp2404
1.117.O.	pvp2404
1.207.B.	pvp2405
2.117.O.	pvp2405
1.117.O.	pvp2405
1.207.B.	pvp2406
2.117.O.	pvp2406
1.117.O.	pvp2406
1.207.B.	pvp2407
2.117.O.	pvp2407
1.117.O.	pvp2407
1.207.B.	pvp2408
2.117.O.	pvp2408
1.117.O.	pvp2408
1.207.B.	pvp2409
2.117.O.	pvp2409
1.117.O.	pvp2409
1.207.B.	pvp2410
2.117.O.	pvp2410
1.117.O.	pvp2410
1.207.B.	pvp2411
2.117.O.	pvp2411
1.117.O.	pvp2411
1.207.B.	pvp2412
2.117.O.	pvp2412
1.117.O.	pvp2412
1.207.B.	pvp2413
2.117.O.	pvp2413
1.117.O.	pvp2413
1.207.B.	pvp2414
2.117.O.	pvp2414
1.117.O.	pvp2414
1.207.B.	pvp2415
2.117.O.	pvp2415
1.117.O.	pvp2415
1.207.B.	pvp2416
2.117.O.	pvp2416
1.117.O.	pvp2416
1.207.B.	pvp2417
2.117.O.	pvp2417
1.117.O.	pvp2417
1.207.B.	pvp2418
2.117.O.	pvp2418
1.117.O.	pvp2418
1.207.B.	pvp2419
2.117.O.	pvp2419
1.117.O.	pvp2419
1.207.B.	pvp2420
2.117.O.	pvp2420
1.117.O.	pvp2420
1.207.B.	pvp2421
2.117.O.	pvp2421
1.117.O.	pvp2421
1.207.B.	pvp2422
2.117.O.	pvp2422
1.117.O.	pvp2422
1.179.O.	pvp2423
1.257.O.	pvp2423
1.113.A.	pvp2423
1.088.O.	pvp2424
1.161.O.	pvp2424
1.084.O.	pvp2424
1.174.O.	pvp2425
1.247.B.	pvp2425
1.247.A.	pvp2425
1.174.O.	pvp2426
1.030.O.	pvp2426
1.164.O.	pvp2426
1.174.O.	pvp2427
1.124.O.	pvp2427
1.164.O.	pvp2427
1.174.O.	pvp2428
1.124.O.	pvp2428
1.164.O.	pvp2428
1.174.O.	pvp2429
1.223.O.	pvp2429
1.181.O.	pvp2429
1.174.O.	pvp2430
1.164.O.	pvp2430
1.124.O.	pvp2430
1.174.O.	pvp2431
1.124.O.	pvp2431
1.164.O.	pvp2431
1.158.O.	pvp2432
1.175.O.	pvp2432
1.124.O.	pvp2432
1.158.O.	pvp2433
1.175.O.	pvp2433
1.201.B.	pvp2433
1.158.O.	pvp2434
1.175.O.	pvp2434
1.100.O.	pvp2434
1.158.O.	pvp2435
1.175.O.	pvp2435
1.100.O.	pvp2435
1.284.A.	pvp2436
1.091.O.	pvp2436
1.087.A.	pvp2436
1.284.A.	pvp2437
1.137.O.	pvp2437
1.127.O.	pvp2437
1.284.A.	pvp2438
1.289.A.	pvp2438
1.287.O.	pvp2438
1.284.A.	pvp2439
1.289.A.	pvp2439
1.287.O.	pvp2439
1.284.A.	pvp2440
1.289.A.	pvp2440
1.197.A.	pvp2440
1.087.A.	pvp2441
1.007.O.	pvp2441
1.105.O.	pvp2441
1.087.A.	pvp2442
1.246.O.	pvp2442
1.029.O.	pvp2442
1.147.O.	pvp2443
1.162.O.	pvp2443
1.239.O.	pvp2443
1.063.O.	pvp2444
1.187.O.	pvp2444
1.193.O.	pvp2444
1.063.O.	pvp2445
1.084.O.	pvp2445
1.101.O.	pvp2445
1.063.O.	pvp2446
1.246.O.	pvp2446
1.161.O.	pvp2446
1.063.O.	pvp2447
1.187.O.	pvp2447
1.161.O.	pvp2447
1.063.O.	pvp2448
1.084.O.	pvp2448
1.101.O.	pvp2448
1.063.O.	pvp2449
1.084.O.	pvp2449
1.101.O.	pvp2449
1.063.O.	pvp2450
1.084.O.	pvp2450
1.101.O.	pvp2450
1.063.O.	pvp2451
1.088.O.	pvp2451
1.022.O.	pvp2451
1.063.O.	pvp2452
1.187.O.	pvp2452
1.161.O.	pvp2452
1.063.O.	pvp2453
1.084.O.	pvp2453
1.101.O.	pvp2453
1.063.O.	pvp2454
1.187.O.	pvp2454
1.161.O.	pvp2454
1.063.O.	pvp2455
1.187.O.	pvp2455
1.193.O.	pvp2455
1.063.O.	pvp2456
1.161.O.	pvp2456
1.193.O.	pvp2456
1.127.O.	pvp2457
2.095.A.	pvp2457
2.095.B.	pvp2457
1.127.O.	pvp2458
2.095.A.	pvp2458
2.095.B.	pvp2458
1.127.O.	pvp2459
1.137.O.	pvp2459
1.178.O.	pvp2459
1.238.B.	pvp2460
1.238.A.	pvp2460
1.245.O.	pvp2460
1.149.O.	pvp2461
1.106.O.	pvp2461
1.197.A.	pvp2461
1.149.O.	pvp2462
1.007.O.	pvp2462
1.243.O.	pvp2462
1.286.O.	pvp2463
1.273.O.	pvp2463
1.186.O.	pvp2463
1.016.O.	pvp2464
1.071.A.	pvp2464
1.038.O.	pvp2464
1.016.O.	pvp2465
1.071.A.	pvp2465
1.054.O.	pvp2465
1.016.O.	pvp2466
1.071.A.	pvp2466
12G01.O.	pvp2466
1.016.O.	pvp2467
1.071.A.	pvp2467
1.091.O.	pvp2467
1.016.O.	pvp2468
1.186.O.	pvp2468
1.273.O.	pvp2468
1.016.O.	pvp2469
1.071.A.	pvp2469
1.103.O.	pvp2469
1.198.B.	pvp2470
1.198.A.	pvp2470
1.178.O.	pvp2470
1.198.B.	pvp2471
1.198.A.	pvp2471
1.178.O.	pvp2471
1.198.B.	pvp2472
1.198.A.	pvp2472
1.177.O.	pvp2472
1.198.B.	pvp2473
1.198.A.	pvp2473
1.090.B.	pvp2473
1.091.O.	pvp2474
1.291.O.	pvp2474
1.206.O.	pvp2474
1.091.O.	pvp2475
1.265.O.	pvp2475
1.054.O.	pvp2475
1.151.O.	pvp2476
1.232.O.	pvp2476
1.183.O.	pvp2476
1.151.O.	pvp2477
1.232.O.	pvp2477
1.183.O.	pvp2477
1.082.O.	pvp2478
1.202.O.	pvp2478
1.275.O.	pvp2478
12G01.O.	pvp2479
1.082.O.	pvp2479
1.214.O.	pvp2479
1.276.O.	pvp2480
1.178.O.	pvp2480
1.079.O.	pvp2480
1.165.O.	pvp2481
1.168.O.	pvp2481
1.131.O.	pvp2481
1.161.O.	pvp2482
1.121.O.	pvp2482
1.193.O.	pvp2482
1.161.O.	pvp2483
1.187.O.	pvp2483
1.193.O.	pvp2483
1.161.O.	pvp2484
1.187.O.	pvp2484
1.193.O.	pvp2484
1.161.O.	pvp2485
1.187.O.	pvp2485
1.193.O.	pvp2485
1.161.O.	pvp2486
1.187.O.	pvp2486
1.193.O.	pvp2486
1.161.O.	pvp2487
1.187.O.	pvp2487
1.084.O.	pvp2487
1.161.O.	pvp2488
1.187.O.	pvp2488
1.193.O.	pvp2488
1.161.O.	pvp2489
1.187.O.	pvp2489
1.193.O.	pvp2489
1.161.O.	pvp2490
1.187.O.	pvp2490
1.193.O.	pvp2490
1.161.O.	pvp2491
1.187.O.	pvp2491
1.193.O.	pvp2491
1.161.O.	pvp2492
1.187.O.	pvp2492
1.193.O.	pvp2492
1.161.O.	pvp2493
1.187.O.	pvp2493
1.193.O.	pvp2493
1.161.O.	pvp2494
1.187.O.	pvp2494
1.193.O.	pvp2494
1.161.O.	pvp2495
1.187.O.	pvp2495
1.193.O.	pvp2495
1.161.O.	pvp2496
1.101.O.	pvp2496
1.121.O.	pvp2496
1.161.O.	pvp2497
1.187.O.	pvp2497
1.193.O.	pvp2497
1.161.O.	pvp2498
1.187.O.	pvp2498
1.193.O.	pvp2498
1.161.O.	pvp2499
1.187.O.	pvp2499
1.193.O.	pvp2499
1.161.O.	pvp2500
1.121.O.	pvp2500
1.187.O.	pvp2500
1.161.O.	pvp2501
1.187.O.	pvp2501
1.193.O.	pvp2501
1.161.O.	pvp2502
1.187.O.	pvp2502
1.193.O.	pvp2502
1.161.O.	pvp2503
1.187.O.	pvp2503
1.193.O.	pvp2503
1.161.O.	pvp2504
1.187.O.	pvp2504
1.193.O.	pvp2504
1.161.O.	pvp2505
1.199.A.	pvp2505
1.199.B.	pvp2505
1.161.O.	pvp2506
1.187.O.	pvp2506
1.193.O.	pvp2506
1.161.O.	pvp2507
1.187.O.	pvp2507
1.193.O.	pvp2507
1.161.O.	pvp2508
1.187.O.	pvp2508
1.193.O.	pvp2508
1.161.O.	pvp2509
1.187.O.	pvp2509
1.193.O.	pvp2509
1.170.O.	pvp2510
1.111.A.	pvp2510
1.111.B.	pvp2510
1.161.O.	pvp2511
1.187.O.	pvp2511
1.193.O.	pvp2511
1.161.O.	pvp2512
1.187.O.	pvp2512
1.193.O.	pvp2512
1.161.O.	pvp2513
1.187.O.	pvp2513
1.193.O.	pvp2513
1.161.O.	pvp2514
1.101.O.	pvp2514
1.084.O.	pvp2514
1.161.O.	pvp2515
1.187.O.	pvp2515
1.193.O.	pvp2515
1.161.O.	pvp2516
1.187.O.	pvp2516
1.193.O.	pvp2516
1.161.O.	pvp2517
1.187.O.	pvp2517
1.121.O.	pvp2517
1.161.O.	pvp2518
1.121.O.	pvp2518
1.193.O.	pvp2518
1.161.O.	pvp2519
1.187.O.	pvp2519
1.193.O.	pvp2519
1.161.O.	pvp2520
1.084.O.	pvp2520
1.101.O.	pvp2520
1.161.O.	pvp2521
1.187.O.	pvp2521
1.193.O.	pvp2521
1.161.O.	pvp2522
1.187.O.	pvp2522
1.193.O.	pvp2522
1.161.O.	pvp2523
1.187.O.	pvp2523
1.193.O.	pvp2523
1.161.O.	pvp2524
1.187.O.	pvp2524
1.121.O.	pvp2524
1.122.B.	pvp2525
1.122.A.	pvp2525
1.054.O.	pvp2525
1.122.B.	pvp2526
1.122.A.	pvp2526
1.086.O.	pvp2526
1.122.B.	pvp2527
1.122.A.	pvp2527
1.275.O.	pvp2527
1.122.B.	pvp2528
1.122.A.	pvp2528
1.275.O.	pvp2528
1.134.O.	pvp2529
1.110.O.	pvp2529
1.131.O.	pvp2529
1.115.B.	pvp2530
1.115.A.	pvp2530
1.193.O.	pvp2530
1.115.B.	pvp2531
1.148.O.	pvp2531
1.115.A.	pvp2531
1.115.B.	pvp2532
1.115.A.	pvp2532
1.131.O.	pvp2532
1.183.O.	pvp2533
1.211.B.	pvp2533
1.211.A.	pvp2533
1.029.O.	pvp2534
1.076.O.	pvp2534
1.016.O.	pvp2534
1.029.O.	pvp2535
1.167.O.	pvp2535
1.210.O.	pvp2535
1.101.O.	pvp2536
1.187.O.	pvp2536
1.193.O.	pvp2536
1.101.O.	pvp2537
1.084.O.	pvp2537
1.121.O.	pvp2537
1.101.O.	pvp2538
1.187.O.	pvp2538
1.121.O.	pvp2538
1.101.O.	pvp2539
1.084.O.	pvp2539
1.121.O.	pvp2539
1.101.O.	pvp2540
1.084.O.	pvp2540
1.121.O.	pvp2540
1.101.O.	pvp2541
1.084.O.	pvp2541
1.121.O.	pvp2541
1.101.O.	pvp2542
1.084.O.	pvp2542
1.121.O.	pvp2542
1.101.O.	pvp2543
1.084.O.	pvp2543
1.121.O.	pvp2543
1.101.O.	pvp2544
1.084.O.	pvp2544
1.121.O.	pvp2544
1.084.O.	pvp2545
1.187.O.	pvp2545
1.193.O.	pvp2545
1.264.O.	pvp2546
1.235.O.	pvp2546
1.253.O.	pvp2546
1.208.B.	pvp2547
1.293.O.	pvp2547
1.015.O.	pvp2547
1.208.B.	pvp2548
1.293.O.	pvp2548
1.262.O.	pvp2548
1.208.B.	pvp2549
1.293.O.	pvp2549
1.262.O.	pvp2549
1.238.A.	pvp2550
1.245.O.	pvp2550
1.238.B.	pvp2550
1.238.A.	pvp2551
1.238.B.	pvp2551
1.245.O.	pvp2551
1.238.A.	pvp2552
1.238.B.	pvp2552
1.245.O.	pvp2552
1.238.A.	pvp2553
1.238.B.	pvp2553
1.245.O.	pvp2553
1.238.A.	pvp2554
1.238.B.	pvp2554
1.245.O.	pvp2554
1.238.A.	pvp2555
1.238.B.	pvp2555
1.245.O.	pvp2555
1.238.A.	pvp2556
1.245.O.	pvp2556
1.238.B.	pvp2556
1.238.A.	pvp2557
1.238.B.	pvp2557
1.245.O.	pvp2557
1.238.A.	pvp2558
1.245.O.	pvp2558
1.238.B.	pvp2558
1.238.A.	pvp2559
1.245.O.	pvp2559
1.238.B.	pvp2559
1.238.A.	pvp2560
1.245.O.	pvp2560
1.238.B.	pvp2560
1.238.A.	pvp2561
1.245.O.	pvp2561
1.238.B.	pvp2561
1.238.A.	pvp2562
1.238.B.	pvp2562
1.245.O.	pvp2562
1.238.A.	pvp2563
1.238.B.	pvp2563
1.245.O.	pvp2563
1.238.A.	pvp2564
1.245.O.	pvp2564
1.238.B.	pvp2564
1.238.A.	pvp2565
1.245.O.	pvp2565
1.238.B.	pvp2565
1.238.A.	pvp2566
1.238.B.	pvp2566
1.245.O.	pvp2566
1.238.A.	pvp2567
1.238.B.	pvp2567
1.245.O.	pvp2567
1.238.A.	pvp2568
1.245.O.	pvp2568
1.238.B.	pvp2568
1.238.A.	pvp2569
1.238.B.	pvp2569
1.245.O.	pvp2569
1.238.A.	pvp2570
1.238.B.	pvp2570
1.245.O.	pvp2570
1.238.A.	pvp2571
1.238.B.	pvp2571
1.245.O.	pvp2571
1.238.A.	pvp2572
1.238.B.	pvp2572
1.245.O.	pvp2572
1.238.A.	pvp2573
1.238.B.	pvp2573
1.245.O.	pvp2573
1.238.A.	pvp2574
1.238.B.	pvp2574
1.245.O.	pvp2574
1.238.A.	pvp2575
1.245.O.	pvp2575
1.238.B.	pvp2575
1.238.A.	pvp2576
1.245.O.	pvp2576
1.238.B.	pvp2576
1.238.A.	pvp2577
1.245.O.	pvp2577
1.238.B.	pvp2577
1.238.A.	pvp2578
1.238.B.	pvp2578
1.245.O.	pvp2578
1.238.A.	pvp2579
1.238.B.	pvp2579
1.245.O.	pvp2579
1.238.A.	pvp2580
1.245.O.	pvp2580
1.238.B.	pvp2580
1.238.A.	pvp2581
1.238.B.	pvp2581
1.245.O.	pvp2581
1.238.A.	pvp2582
1.238.B.	pvp2582
1.245.O.	pvp2582
1.238.A.	pvp2583
1.238.B.	pvp2583
1.245.O.	pvp2583
1.238.A.	pvp2584
1.245.O.	pvp2584
1.238.B.	pvp2584
1.238.A.	pvp2585
1.238.B.	pvp2585
1.245.O.	pvp2585
1.238.A.	pvp2586
1.238.B.	pvp2586
1.245.O.	pvp2586
1.238.A.	pvp2587
1.238.B.	pvp2587
1.245.O.	pvp2587
1.238.A.	pvp2588
1.238.B.	pvp2588
1.245.O.	pvp2588
1.238.A.	pvp2589
1.245.O.	pvp2589
1.238.B.	pvp2589
1.238.A.	pvp2590
1.245.O.	pvp2590
1.238.B.	pvp2590
1.238.A.	pvp2591
1.238.B.	pvp2591
1.245.O.	pvp2591
1.225.O.	pvp2592
1.181.O.	pvp2592
1.191.O.	pvp2592
1.225.O.	pvp2593
1.223.O.	pvp2593
1.135.O.	pvp2593
1.225.O.	pvp2594
1.124.O.	pvp2594
1.181.O.	pvp2594
1.225.O.	pvp2595
1.030.O.	pvp2595
1.164.O.	pvp2595
1.021.C.	pvp2596
1.021.A.	pvp2596
1.021.B.	pvp2596
1.021.C.	pvp2597
1.021.A.	pvp2597
1.021.B.	pvp2597
1.021.C.	pvp2598
1.021.A.	pvp2598
1.021.B.	pvp2598
1.021.C.	pvp2599
1.021.A.	pvp2599
1.021.B.	pvp2599
1.021.C.	pvp2600
1.021.A.	pvp2600
1.021.B.	pvp2600
1.021.C.	pvp2601
1.021.A.	pvp2601
1.021.B.	pvp2601
1.081.O.	pvp2602
2.275.O.	pvp2602
1.204.O.	pvp2602
1.081.O.	pvp2603
1.088.O.	pvp2603
1.046.O.	pvp2603
1.081.O.	pvp2604
1.111.B.	pvp2604
1.111.A.	pvp2604
1.081.O.	pvp2605
1.084.O.	pvp2605
2.275.O.	pvp2605
1.265.O.	pvp2606
3.058.O.	pvp2606
2.058.O.	pvp2606
1.265.O.	pvp2607
1.232.O.	pvp2607
1.112.O.	pvp2607
1.171.O.	pvp2608
1.104.O.	pvp2608
1.251.O.	pvp2608
1.171.O.	pvp2609
1.285.O.	pvp2609
1.251.O.	pvp2609
1.171.O.	pvp2610
1.285.O.	pvp2610
1.251.O.	pvp2610
1.111.A.	pvp2611
1.111.B.	pvp2611
1.054.O.	pvp2611
1.233.B.	pvp2612
1.233.A.	pvp2612
1.110.O.	pvp2612
1.182.O.	pvp2613
1.064.O.	pvp2613
1.108.O.	pvp2613
1.042.O.	pvp2614
1.013.O.	pvp2614
1.214.O.	pvp2614
1.042.O.	pvp2615
1.038.O.	pvp2615
1.112.O.	pvp2615
1.042.O.	pvp2616
1.036.O.	pvp2616
1.191.O.	pvp2616
1.042.O.	pvp2617
1.091.O.	pvp2617
1.178.O.	pvp2617
1.042.O.	pvp2618
1.013.O.	pvp2618
1.214.O.	pvp2618
1.263.A.	pvp2619
1.007.O.	pvp2619
1.263.B.	pvp2619
1.210.O.	pvp2620
1.076.O.	pvp2620
1.123.O.	pvp2620
2.095.A.	pvp2621
1.177.O.	pvp2621
2.095.B.	pvp2621
2.095.A.	pvp2622
1.177.O.	pvp2622
2.095.B.	pvp2622
1.039.O.	pvp2623
1.047.O.	pvp2623
1.197.A.	pvp2623
1.170.O.	pvp2624
1.121.O.	pvp2624
1.101.O.	pvp2624
1.170.O.	pvp2625
3.058.O.	pvp2625
2.058.O.	pvp2625
1.170.O.	pvp2626
1.187.O.	pvp2626
1.193.O.	pvp2626
1.121.O.	pvp2627
1.187.O.	pvp2627
1.193.O.	pvp2627
1.121.O.	pvp2628
1.187.O.	pvp2628
1.193.O.	pvp2628
1.121.O.	pvp2629
1.187.O.	pvp2629
1.264.O.	pvp2629
1.121.O.	pvp2630
1.187.O.	pvp2630
1.193.O.	pvp2630
1.121.O.	pvp2631
1.187.O.	pvp2631
1.193.O.	pvp2631
1.250.O.	pvp2632
1.285.O.	pvp2632
1.032.O.	pvp2632
